| Remove cwd: ./AgentPPO_LandMars_0
################################################################################
ID     Step    maxR |    avgR   stdR   avgS  stdS |    expR   objC   etc.
0  5.92e+07   95.30 |   -3.73    1.8    194     3 |    0.01   0.09  -0.00   0.00
0  5.92e+07   95.30 |   -0.73    1.9    186     2 |    0.06   0.03   0.10   0.00
0  5.93e+07   95.30 |   -2.84    1.0    177     4 |    0.03   0.02   0.13   0.00
0  5.93e+07   95.30 |    7.56    4.3    178     3 |    0.16   0.09   0.15   0.00
0  5.93e+07   95.30 |    1.16    4.0    171     4 |    0.09   0.03  -0.16   0.00
0  5.93e+07   95.30 |   11.29    7.2    185     4 |    0.07   0.03  -0.01   0.00
0  5.94e+07   95.30 |    6.38    3.4    191     2 |    0.12   0.03   0.05   0.00
0  5.94e+07   95.30 |   21.82    5.9    201     8 |    0.14   0.06  -0.07   0.00
0  5.94e+07   95.30 |   13.71    2.3    182     4 |    0.25   0.20   0.01   0.00
0  5.95e+07   95.30 |   15.10    2.3    213     7 |    0.14   0.03  -0.00   0.00
0  5.95e+07   95.30 |   18.45    4.2    206     9 |    0.10   0.06   0.05   0.00
0  5.95e+07   95.30 |   24.21    3.8    219     7 |    0.17   0.06   0.04   0.00
0  5.96e+07   95.30 |   27.30    5.9    222    10 |    0.24   0.04   0.06   0.00
0  5.96e+07   95.30 |   32.24    2.8    236     4 |    0.18   0.02  -0.06   0.00
0  5.96e+07   95.30 |   27.95    5.8    255     5 |    0.29   0.08   0.13   0.00
0  5.97e+07   95.30 |   28.35    1.8    240     7 |    0.18   0.03   0.06   0.00
0  5.97e+07   95.30 |   27.41    2.3    218     6 |    0.28   0.06  -0.07   0.00
0  5.97e+07   95.30 |   26.97    4.0    213     8 |    0.56   0.22  -0.06   0.00
0  5.98e+07   95.30 |   62.60   32.0    180    44 |    0.31   0.06  -0.10   0.00
0  5.98e+07   95.30 |   71.77   25.0    146    32 |    0.39   0.10   0.03   0.00
0  5.98e+07   95.30 |   45.91   25.4    198    38 |    0.38   0.12   0.00   0.00
0  5.99e+07   95.30 |   45.31   26.7    208    42 |    0.57   0.06  -0.02   0.00
0  5.99e+07   95.30 |   61.97   30.1    186    52 |    0.44   0.05   0.06   0.00
0  5.99e+07   95.30 |   47.07   29.9    192    34 |    0.58   0.08   0.01   0.00
0  6.00e+07   95.30 |   28.73    2.0    220     5 |    0.36   0.03   0.01   0.00
0  6.00e+07   95.30 |   58.11   24.5    181    49 |    0.43   0.14  -0.09   0.00
0  6.00e+07   95.30 |   69.59   33.7    202    63 |    0.42   0.09  -0.01   0.00
0  6.01e+07   95.30 |   33.25    1.5    239     3 |    0.40   0.05   0.02   0.00
0  6.01e+07   95.30 |   51.03   30.6    218    46 |    0.26   0.03   0.20   0.00
0  6.01e+07   95.30 |   65.88   29.8    198    64 |    0.56   0.06  -0.20   0.00
0  6.02e+07   95.30 |   55.59   25.7    245    63 |    0.47   0.08   0.08   0.00
0  6.02e+07   95.30 |   64.96   22.0    189    57 |    0.46   0.05  -0.07   0.00
0  6.02e+07   95.30 |   36.50    4.2    267     3 |    0.38   0.05   0.10   0.00
0  6.02e+07   95.30 |   93.08    7.8    134     1 |    0.35   0.05   0.01   0.00
0  6.03e+07   95.30 |   72.70   31.6    214    75 |    0.57   0.06   0.14   0.00
0  6.03e+07   95.30 |   40.18    2.9    308    16 |    0.30   0.04   0.15   0.00
0  6.03e+07   95.30 |   67.78   23.4    188    62 |    0.52   0.28   0.07   0.00
0  6.04e+07   95.30 |   88.00    4.0    133     1 |    0.63   0.18   0.25   0.00
0  6.04e+07   95.30 |   52.74   21.8    251    73 |    0.14   0.02   0.05   0.00
0  6.04e+07   95.30 |   55.96   23.0    239    62 |    0.57   0.07  -0.03   0.00
0  6.05e+07   95.30 |   41.90    0.7    257    11 |    0.11   0.01  -0.09   0.00
0  6.05e+07   95.30 |   68.42   31.1    206    70 |    0.27   0.01   0.01   0.00
0  6.05e+07   95.30 |   25.89    3.0    294     3 |    0.06   0.01  -0.03   0.00
0  6.06e+07   95.30 |   32.15    2.2    252    16 |    0.16   0.11  -0.27   0.00
0  6.06e+07   95.30 |   50.34   29.6    253    67 |    0.17   0.13   0.05   0.00
0  6.06e+07   95.30 |   35.47    3.1    274    33 |    0.23   0.08  -0.04   0.00
0  6.06e+07   95.30 |   33.67    2.5    216     8 |    0.42   0.10  -0.21   0.00
0  6.07e+07   95.30 |   65.16   30.2    198    65 |    0.23   0.07   0.12   0.00
0  6.07e+07   95.30 |   29.07    2.0    217     3 |    0.13   0.02  -0.10   0.00
0  6.07e+07   95.30 |   39.46    4.4    258     8 |    0.15   0.03   0.06   0.00
0  6.08e+07   95.30 |   34.87    2.5    195    62 |    0.25   0.08   0.13   0.00
0  6.08e+07   95.30 |   91.54    3.3    135     0 |    0.36   0.05  -0.01   0.00
0  6.08e+07   95.30 |   32.06    3.5    277     3 |    0.35   0.05   0.11   0.00
0  6.09e+07   95.30 |   67.89   16.1    146    25 |    0.46   0.29   0.10   0.00
0  6.09e+07   95.30 |   41.56    0.3    208     7 |    0.38   0.04   0.08   0.00
0  6.09e+07   95.30 |   41.72    0.8    245    10 |    0.36   0.07  -0.04   0.00
0  6.10e+07   95.30 |   71.09   26.2    184    52 |    0.47   0.10   0.22   0.00
0  6.10e+07   95.30 |   57.86   17.5    196    71 |    0.42   0.07  -0.16   0.00
0  6.10e+07   95.30 |   61.26   24.6    218    85 |    0.29   0.10   0.13   0.00
0  6.10e+07   95.30 |   66.29   26.6    228    93 |    0.34   0.05   0.08   0.00
0  6.11e+07   95.30 |   49.96   26.6    191    33 |    0.32   0.04   0.03   0.00
0  6.11e+07   95.30 |   60.29   26.1    244    65 |    0.47   0.23  -0.18   0.00
0  6.11e+07   95.30 |   70.16   26.7    185    52 |    0.24   0.06   0.06   0.00
0  6.12e+07   95.30 |   68.83   24.2    232    98 |    0.34   0.12  -0.07   0.00
0  6.12e+07   95.30 |   52.27   22.7    277    84 |    0.28   0.03  -0.11   0.00
0  6.12e+07   95.30 |   66.76   31.0    221    83 |    0.15   0.04   0.06   0.00
0  6.13e+07   95.30 |   68.31   27.8    200    68 |    0.30   0.07   0.00   0.00
0  6.13e+07   95.30 |   59.93   28.1    225    53 |    0.37   0.02  -0.00   0.00
0  6.13e+07   95.30 |   53.45   20.5    233    58 |    0.34   0.05   0.08   0.00
0  6.14e+07   95.30 |   54.02   21.5    213    46 |    0.33   0.11  -0.12   0.00
0  6.14e+07   95.30 |   41.65    1.6    295    25 |    0.20   0.08   0.17   0.00
0  6.14e+07   95.30 |   78.90   21.3    159    43 |    0.20   0.02   0.07   0.00
0  6.14e+07   95.30 |   83.35   23.9    158    42 |    0.33   0.04  -0.06   0.00
0  6.15e+07   95.30 |   71.12   30.0    204    70 |    0.35   0.04   0.09   0.00
0  6.15e+07   95.30 |   73.83   28.8    219    85 |    0.26   0.04  -0.04   0.00
0  6.15e+07   95.30 |   82.53   23.5    180    82 |    0.35   0.04   0.09   0.00
0  6.16e+07   95.30 |   57.99   27.2    276    83 |    0.38   0.04   0.02   0.00
0  6.16e+07   95.30 |   90.58    5.8    135     0 |    0.60   0.07  -0.11   0.00
0  6.16e+07   95.30 |   71.69   30.6    216    81 |    0.46   0.07  -0.00   0.00
0  6.17e+07  100.00 |
0  6.17e+07  100.00 |  100.00    5.6    136     0 |    0.26   0.04   0.06   0.00
0  6.17e+07  100.00 |   41.88    0.6    327     6 |    0.30   0.03  -0.06   0.00
0  6.17e+07  100.00 |   59.40   30.6    286    84 |    0.30   0.01   0.01   0.00
0  6.18e+07  100.00 |   69.98   32.2    225    89 |    0.49   0.06  -0.03   0.00
0  6.18e+07  100.00 |   93.98   30.3    181    76 |    0.28   0.06   0.07   0.00
0  6.18e+07  100.00 |   86.36   26.5    186    85 |    0.27   0.03   0.15   0.00
0  6.18e+07  100.00 |   94.34    6.8    128     1 |    0.61   0.10   0.02   0.00
0  6.19e+07  104.47 |
0  6.19e+07  104.47 |  104.47    3.3    134     0 |    0.45   0.04  -0.27   0.00
0  6.19e+07  104.47 |   57.50   31.3    294    87 |    0.72   0.13  -0.19   0.00
0  6.19e+07  104.47 |   58.36   28.0    297    86 |    0.28   0.08   0.21   0.00
0  6.20e+07  104.47 |   38.87    1.9    319     9 |    0.38   0.03  -0.08   0.00
0  6.20e+07  104.47 |   71.75   29.1    236   102 |    0.61   0.06  -0.09   0.00
0  6.20e+07  104.47 |   86.31   23.5    176    70 |    0.56   0.05  -0.06   0.00
0  6.21e+07  104.47 |   38.14    0.3    345     2 |    0.26   0.05  -0.02   0.00
0  6.21e+07  104.47 |   37.02    0.7    238    16 |    0.23   0.05   0.29   0.00
0  6.21e+07  106.65 |
0  6.21e+07  106.65 |  106.65    1.7    142     2 |    0.73   0.12  -0.07   0.00
0  6.22e+07  106.65 |  100.69    3.3    139     3 |    0.66   0.17  -0.01   0.00
0  6.22e+07  106.65 |  104.91    8.6    134     1 |    0.61   0.14   0.11   0.00
0  6.22e+07  111.31 |
0  6.22e+07  111.31 |  111.31    5.2    144     6 |    0.68   0.09  -0.02   0.00
0  6.22e+07  111.31 |   75.85   29.0    210    73 |    0.48   0.10   0.21   0.00
0  6.23e+07  111.31 |   70.58   27.2    240   105 |    0.35   0.02   0.03   0.00
0  6.23e+07  111.31 |   62.51   27.1    225    47 |    0.51   0.09  -0.05   0.00
0  6.23e+07  111.31 |   41.23    1.0    349    13 |    0.48   0.09  -0.05   0.00
0  6.24e+07  111.31 |   95.76   29.6    198    96 |    0.46   0.16  -0.04   0.00
0  6.24e+07  111.31 |   96.79   29.1    176    50 |    0.49   0.06  -0.05   0.00
0  6.24e+07  111.31 |  105.73    6.4    136     1 |    0.71   0.12  -0.02   0.00
0  6.25e+07  111.31 |   79.37   35.8    228    84 |    0.52   0.17  -0.01   0.00
0  6.25e+07  111.31 |   62.46   29.3    234    53 |    0.71   0.13  -0.11   0.00
0  6.25e+07  111.31 |   44.68    0.3    306     5 |    0.56   0.08   0.04   0.00
0  6.26e+07  111.31 |   43.77    0.9    328    31 |    0.63   0.06  -0.11   0.00
0  6.26e+07  111.31 |   46.07    1.4    332    29 |    0.61   0.09   0.06   0.00
0  6.26e+07  111.31 |   58.46   25.7    200    38 |    0.56   0.36   0.22   0.00
0  6.26e+07  111.31 |   44.55    1.0    343    14 |    0.50   0.07   0.03   0.00
0  6.27e+07  111.31 |   43.17    0.3    362     5 |    0.19   0.05   0.01   0.00
0  6.27e+07  111.31 |   46.26    0.7    335     3 |    0.45   0.05  -0.14   0.00
0  6.27e+07  111.31 |   57.34    3.1    121     3 |    0.42   0.09   0.01   0.00
0  6.28e+07  111.31 |   54.72   14.9    126     2 |    0.51   0.07   0.00   0.00
0  6.28e+07  111.31 |   28.11    1.2    128     0 |    0.34   0.56  -0.01   0.00
0  6.28e+07  111.31 |   63.74    2.8    126     1 |    0.51   0.13  -0.09   0.00
0  6.29e+07  111.31 |   69.71    2.2    122     2 |    0.47   0.13  -0.09   0.00
0  6.29e+07  111.31 |   62.59   18.1    125     2 |    0.54   0.23  -0.08   0.00
0  6.29e+07  111.31 |   98.31    0.6    132     3 |    0.31   0.18  -0.09   0.00
0  6.30e+07  111.31 |   52.71   25.5    150    11 |    0.41   0.35   0.14   0.00
0  6.30e+07  111.31 |   80.17    5.6    128     3 |    0.66   0.11  -0.06   0.00
0  6.30e+07  111.31 |   20.93    1.5    140     4 |    0.15   0.02  -0.07   0.00
0  6.31e+07  111.31 |   24.38    1.5    160    13 |    0.14   0.02  -0.06   0.00
0  6.31e+07  111.31 |   25.01    1.3    165    22 |    0.14   0.02  -0.09   0.00
0  6.31e+07  111.31 |   29.48    1.7    178     4 |    0.12   0.03   0.06   0.00
0  6.32e+07  111.31 |   29.22    1.8    152    10 |    0.15   0.06  -0.11   0.00
0  6.32e+07  111.31 |   30.78    2.7    183    50 |    0.19   0.14  -0.11   0.00
0  6.32e+07  111.31 |   37.06   17.5    158    51 |    0.19   0.13  -0.10   0.00
0  6.32e+07  111.31 |   59.12   18.3    184    56 |    0.25   0.15  -0.01   0.00
0  6.33e+07  111.31 |   35.92    4.1    227    13 |    0.14   0.02  -0.03   0.00
0  6.33e+07  111.31 |   54.12   23.2    225    52 |    0.15   0.02   0.06   0.00
0  6.33e+07  111.31 |   68.05    6.6    134     3 |    0.27   0.13   0.05   0.00
0  6.34e+07  111.31 |   64.53   13.1    130     4 |    0.30   0.11  -0.06   0.00
0  6.34e+07  111.31 |   45.96   13.3    146    14 |    0.24   0.12  -0.06   0.00
0  6.34e+07  111.31 |   64.15    4.5    126     2 |    0.44   0.15  -0.03   0.00
0  6.35e+07  111.31 |   74.04   13.7    134     2 |    0.50   0.20   0.02   0.00
0  6.35e+07  111.31 |   25.64    2.1    130     0 |    0.49   0.38   0.02   0.00
0  6.35e+07  111.31 |   59.40   21.4    134     4 |    0.47   0.24   0.00   0.00
0  6.36e+07  111.31 |   79.56    3.3    134     4 |    0.32   0.05  -0.19   0.00
0  6.36e+07  111.31 |   98.17    4.2    143     2 |    0.60   0.14  -0.10   0.00
0  6.36e+07  111.31 |   97.50    4.5    142     2 |    0.53   0.16  -0.04   0.00
0  6.37e+07  111.31 |   56.10   23.8    206    71 |    0.49   0.18  -0.05   0.00
0  6.37e+07  111.31 |   74.44   30.7    211    62 |    0.38   0.14  -0.10   0.00
0  6.37e+07  111.31 |   85.20    2.4    137     2 |    0.39   0.17  -0.12   0.00
0  6.37e+07  111.31 |   94.61    6.6    138     1 |    0.53   0.07  -0.03   0.00
0  6.38e+07  111.31 |   59.36   29.9    253    54 |    0.53   0.11  -0.02   0.00
0  6.38e+07  111.31 |  103.36    6.5    146     3 |    0.56   0.14   0.02   0.00
0  6.38e+07  111.31 |   31.62    0.9    144     2 |    0.52   0.15  -0.02   0.00
0  6.39e+07  111.31 |  105.34    7.9    153    10 |    0.46   0.09   0.07   0.00
0  6.39e+07  111.31 |   96.61    3.7    172     4 |    0.38   0.12   0.00   0.00
0  6.39e+07  111.31 |   86.35   24.1    176    29 |    0.48   0.13   0.03   0.00
0  6.40e+07  111.31 |   70.53   26.0    197    49 |    0.48   0.14  -0.15   0.00
0  6.40e+07  111.31 |   86.05   29.8    157     6 |    0.34   0.06  -0.10   0.00
0  6.40e+07  111.31 |   47.01   25.2    146     3 |    0.60   0.09   0.08   0.00
0  6.41e+07  111.31 |   98.09    5.6    146     2 |    0.54   0.12   0.05   0.00
0  6.41e+07  111.31 |   48.48   27.0    145     4 |    0.63   0.09  -0.00   0.00
0  6.41e+07  111.31 |   71.56   35.6    142     3 |    0.52   0.09  -0.02   0.00
0  6.42e+07  111.31 |   86.02   27.9    154     6 |    0.45   0.09  -0.02   0.00
0  6.42e+07  111.31 |   79.60   30.0    139     5 |    0.59   0.14   0.05   0.00
0  6.42e+07  111.31 |   63.22   30.5    142     3 |    0.53   0.21   0.08   0.00
0  6.42e+07  111.31 |   46.34   25.7    142     2 |    0.26   0.04  -0.06   0.00
0  6.43e+07  111.31 |   84.48   28.5    158    11 |    0.45   0.22   0.06   0.00
0  6.43e+07  111.31 |   65.82   27.3    199   105 |    0.45   0.07   0.06   0.00
0  6.43e+07  111.31 |   75.58   32.6    210    85 |    0.25   0.09  -0.12   0.00
0  6.44e+07  111.31 |   70.74   21.2    138     8 |    0.40   0.07  -0.13   0.00
0  6.44e+07  111.31 |   76.30   25.6    140     4 |    0.43   0.06   0.16   0.00
0  6.44e+07  111.31 |   83.48   28.9    142     4 |    0.64   0.22   0.03   0.00
0  6.45e+07  111.31 |   86.65   29.0    150     8 |    0.48   0.14   0.01   0.00
0  6.45e+07  111.31 |   77.55   25.1    141     2 |    0.48   0.08   0.05   0.00
0  6.45e+07  111.31 |   57.14   21.8    292    90 |    0.36   0.08  -0.10   0.00
0  6.45e+07  111.31 |   39.46    2.7    210    94 |    0.38   0.19  -0.00   0.00
0  6.46e+07  111.31 |   75.29   37.1    224   108 |    0.31   0.21   0.06   0.00
0  6.46e+07  111.31 |   68.78   31.2    221    81 |    0.58   0.29  -0.08   0.00
0  6.46e+07  111.31 |   37.14    4.8    216    89 |    0.26   0.22   0.06   0.00
0  6.47e+07  111.31 |   85.56   16.8    133     2 |    0.55   0.11   0.04   0.00
0  6.47e+07  111.31 |   50.30   18.5    285    87 |    0.41   0.08  -0.13   0.00
0  6.47e+07  111.31 |   69.76   30.9    222    80 |    0.52   0.05   0.04   0.00
0  6.48e+07  111.31 |  104.17    3.1    147     3 |    0.65   0.26  -0.08   0.00
0  6.48e+07  111.31 |   71.91   33.4    266   118 |    0.37   0.07  -0.04   0.00
0  6.48e+07  111.31 |   91.20   28.5    176    13 |    0.54   0.24   0.03   0.00
0  6.49e+07  111.31 |  110.38    1.4    199    10 |    0.44   0.08   0.06   0.00
0  6.49e+07  111.31 |   93.21   29.2    180    13 |    0.49   0.18  -0.10   0.00
0  6.49e+07  111.31 |   49.09   31.8    307    90 |    0.26   0.14  -0.10   0.00
0  6.49e+07  111.31 |   70.94   35.1    249   100 |    0.45   0.11  -0.06   0.00
0  6.50e+07  111.31 |   73.40   35.0    268   109 |    0.14   0.02   0.12   0.00
0  6.50e+07  111.31 |   51.81   30.2    296    86 |    0.56   0.14  -0.04   0.00
0  6.50e+07  111.31 |   73.43   37.1    233    80 |    0.42   0.13   0.01   0.00
0  6.51e+07  111.31 |   69.95   29.9    189    65 |    0.63   0.11   0.05   0.00
0  6.51e+07  111.31 |  101.64    3.8    143     2 |    0.43   0.06   0.02   0.00
0  6.51e+07  111.31 |   32.20    4.2    366    17 |    0.14   0.03  -0.02   0.00
0  6.52e+07  111.31 |  106.63    1.3    158    12 |    0.55   0.16  -0.02   0.00
0  6.52e+07  111.31 |   31.85    4.4    392    14 |    0.36   0.11  -0.03   0.00
0  6.52e+07  111.31 |  107.46    1.7    159    10 |    0.46   0.08  -0.14   0.00
0  6.53e+07  111.31 |   34.45    2.4    381    44 |    0.18   0.03  -0.06   0.00
0  6.53e+07  111.31 |  102.53    9.8    232   126 |    0.66   0.31   0.03   0.00
0  6.53e+07  111.31 |   83.87   29.5    182    73 |    0.57   0.33   0.16   0.00
0  6.53e+07  111.31 |   36.34    3.3    395    24 |    0.07   0.13  -0.00   0.00
0  6.54e+07  111.31 |   76.92   32.4    250    96 |    0.45   0.08   0.03   0.00
0  6.54e+07  111.31 |   12.20    5.7    104     3 |    0.08   0.48  -0.27   0.00
0  6.54e+07  111.31 |    7.16    0.3    106     2 |    0.09   0.41   0.07   0.00
0  6.55e+07  111.31 |    9.53    3.4    108     2 |    0.10   0.43  -0.10   0.00
0  6.55e+07  111.31 |    7.74    0.8    107     2 |    0.13   0.57  -0.10   0.00
0  6.55e+07  111.31 |   18.93    1.9    105     3 |    0.13   0.39   0.04   0.00
0  6.56e+07  111.31 |   15.44    4.9    107     3 |    0.16   0.50   0.13   0.00
0  6.56e+07  111.31 |   15.02    5.7    109     3 |    0.14   0.59   0.15   0.00
0  6.56e+07  111.31 |   18.55    7.6    107     2 |    0.15   0.22   0.13   0.00
0  6.56e+07  111.31 |   10.57    0.5    114     2 |    0.16   0.61  -0.01   0.00
0  6.57e+07  111.31 |   18.47    8.0    110     3 |    0.20   0.44   0.08   0.00
0  6.57e+07  111.31 |   22.65   10.6    111     2 |    0.25   0.32  -0.04   0.00
0  6.57e+07  111.31 |   21.29   11.7    113     3 |    0.29   0.27   0.00   0.00
0  6.58e+07  111.31 |   39.63    3.5    115     3 |    0.32   0.29   0.05   0.00
0  6.58e+07  111.31 |   35.78   11.0    117     2 |    0.37   0.21   0.08   0.00
0  6.58e+07  111.31 |   50.51    1.6    116     1 |    0.40   0.35  -0.11   0.00
0  6.59e+07  111.31 |   28.86   10.7    122     1 |    0.45   0.05  -0.08   0.00
0  6.59e+07  111.31 |   51.46   17.5    122     2 |    0.52   0.11  -0.04   0.00
0  6.59e+07  111.31 |   34.43   17.1    124     3 |    0.49   0.12   0.01   0.00
0  6.60e+07  111.31 |   58.45   11.5    153    46 |    0.45   0.25   0.01   0.00
0  6.60e+07  111.31 |   38.87   19.7    124     2 |    0.54   0.18   0.05   0.00
0  6.60e+07  111.31 |   30.64   22.5    124     4 |    0.42   0.08  -0.08   0.00
0  6.60e+07  111.31 |   50.19   23.8    125     2 |    0.36   0.06  -0.05   0.00
0  6.61e+07  111.31 |   20.23    0.6    122     1 |    0.44   0.12  -0.13   0.00
0  6.61e+07  111.31 |   37.93   12.7    158    53 |    0.30   0.06  -0.04   0.00
0  6.61e+07  111.31 |   37.68   14.6    127     4 |    0.47   0.07   0.19   0.00
0  6.62e+07  111.31 |   34.92   12.3    157    55 |    0.46   0.18   0.08   0.00
0  6.62e+07  111.31 |   51.49   19.1    124     4 |    0.39   0.04   0.12   0.00
0  6.62e+07  111.31 |   58.43   16.9    162    61 |    0.30   0.07   0.04   0.00
0  6.63e+07  111.31 |   66.12   18.4    127     5 |    0.45   0.09  -0.09   0.00
0  6.63e+07  111.31 |   41.01   11.7    165    60 |    0.41   0.15  -0.01   0.00
0  6.63e+07  111.31 |   27.54    5.9    179    56 |    0.15   0.02  -0.02   0.00
0  6.64e+07  111.31 |   54.35    5.2    126     2 |    0.56   0.10   0.10   0.00
0  6.64e+07  111.31 |   60.11   13.5    172    69 |    0.27   0.09  -0.12   0.00
0  6.64e+07  111.31 |   41.81   17.5    220    59 |    0.10   0.06   0.23   0.00
0  6.64e+07  111.31 |   70.83   17.4    137     4 |    0.12   0.08   0.07   0.00
0  6.65e+07  111.31 |   71.76    4.9    128     2 |    0.45   0.11  -0.05   0.00
0  6.65e+07  111.31 |   71.20    3.6    126     3 |    0.47   0.08  -0.12   0.00
0  6.65e+07  111.31 |   63.85    2.5    131     1 |    0.46   0.13   0.03   0.00
0  6.66e+07  111.31 |   40.35   33.8    132     4 |    0.42   0.16  -0.12   0.00
0  6.66e+07  111.31 |   47.56   16.5    128     1 |    0.40   0.07  -0.12   0.00
0  6.66e+07  111.31 |   72.34   10.3    132     1 |    0.43   0.15   0.16   0.00
0  6.67e+07  111.31 |   70.21   14.4    132     6 |    0.44   0.08   0.16   0.00
0  6.67e+07  111.31 |   20.58    0.9    127     1 |    0.19   0.21   0.15   0.00
0  6.67e+07  111.31 |   37.76   12.8    167    37 |    0.36   0.07  -0.08   0.00
0  6.68e+07  111.31 |   60.00    4.3    127     1 |    0.41   0.13  -0.02   0.00
0  6.68e+07  111.31 |   45.91   28.0    164    60 |    0.40   0.11  -0.12   0.00
0  6.68e+07  111.31 |   40.76   20.2    126     2 |    0.27   0.04   0.07   0.00
0  6.68e+07  111.31 |   45.30   20.6    128     3 |    0.25   0.07  -0.01   0.00
0  6.69e+07  111.31 |   63.84    8.6    129     1 |    0.30   0.04   0.04   0.00
0  6.69e+07  111.31 |   50.42   18.8    200    71 |    0.29   0.02   0.00   0.00
0  6.69e+07  111.31 |   31.46   22.9    238    61 |    0.39   0.06  -0.08   0.00
0  6.70e+07  111.31 |   81.23    1.4    130     2 |    0.16   0.02  -0.08   0.00
